"MOVIE_originalName","MOVIE_genre","MOVIE_duration","WORK_name","WORK_creator","WORK_createDate","WORK_url","WORK_URI"
"Frozen II","animazione","103 min","FROZEN II - IL SEGRETO DI ARENDELLE (FROZEN II)","Chris Buck","2019","https://it.wikipedia.org/wiki/Frozen_II_-_Il_segreto_di_Arendelle","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Frozen_II_-_Il_segreto_di_Arendelle"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 91","CETTO C'E', SENZADUBBIAMENTE",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"J'accuse","storico","132 min","L'UFFICIALE E LA SPIA (J'ACCUSE)","Roman Polański","2019","https://it.wikipedia.org/wiki/L'ufficiale_e_la_spia","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/L%27ufficiale_e_la_spia"
"Ford v Ferrari","drammatico","152 min","LE MANS '66 - LA GRANDE SFIDA (FORD V. FERRARI)","James Mangold","2019","https://it.wikipedia.org/wiki/Le_Mans_'66_-_La_grande_sfida","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_Mans_%2766_-_La_grande_sfida"
"Ford v Ferrari","drammatico","152 min","LE MANS '66 - LA GRANDE SFIDA (FORD V. FERRARI)","James Mangold","2019","https://it.wikipedia.org/wiki/Le_Mans_'66_-_La_grande_sfida","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_Mans_%2766_-_La_grande_sfida"
"Ford v Ferrari","drammatico","152 min","LE MANS '66 - LA GRANDE SFIDA (FORD V. FERRARI)","James Mangold","2019","https://it.wikipedia.org/wiki/Le_Mans_'66_-_La_grande_sfida","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_Mans_%2766_-_La_grande_sfida"
"Ford v Ferrari","drammatico","152 min","LE MANS '66 - LA GRANDE SFIDA (FORD V. FERRARI)","James Mangold","2019","https://it.wikipedia.org/wiki/Le_Mans_'66_-_La_grande_sfida","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_Mans_%2766_-_La_grande_sfida"
"Ford v Ferrari","drammatico","152 min","LE MANS '66 - LA GRANDE SFIDA (FORD V. FERRARI)","James Mangold","2019","https://it.wikipedia.org/wiki/Le_Mans_'66_-_La_grande_sfida","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_Mans_%2766_-_La_grande_sfida"
"Ford v Ferrari","drammatico","152 min","LE MANS '66 - LA GRANDE SFIDA (FORD V. FERRARI)","James Mangold","2019","https://it.wikipedia.org/wiki/Le_Mans_'66_-_La_grande_sfida","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_Mans_%2766_-_La_grande_sfida"
,,"Durata: 86","AILO - UN'AVVENTURA TRA I GHIACCI (AILO: UNE ODYSSEE EN LAPONIE)",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 86","AILO - UN'AVVENTURA TRA I GHIACCI (AILO: UNE ODYSSEE EN LAPONIE)",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 86","AILO - UN'AVVENTURA TRA I GHIACCI (AILO: UNE ODYSSEE EN LAPONIE)",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 86","AILO - UN'AVVENTURA TRA I GHIACCI (AILO: UNE ODYSSEE EN LAPONIE)",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 86","AILO - UN'AVVENTURA TRA I GHIACCI (AILO: UNE ODYSSEE EN LAPONIE)",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
,,"Durata: 86","AILO - UN'AVVENTURA TRA I GHIACCI (AILO: UNE ODYSSEE EN LAPONIE)",,,"False","http://www.semanticweb.org/facilitiesEventsOntology/unknown"
"Hustlers","commedia","110 min","LE RAGAZZE DI WALL STREET (HUSTLERS)","Lorene Scafaria","2019","https://it.wikipedia.org/wiki/Le_ragazze_di_Wall_Street_-_Business_Is_Business","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_ragazze_di_Wall_Street_-_Business_Is_Business"
"Hustlers","commedia","110 min","LE RAGAZZE DI WALL STREET (HUSTLERS)","Lorene Scafaria","2019","https://it.wikipedia.org/wiki/Le_ragazze_di_Wall_Street_-_Business_Is_Business","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Le_ragazze_di_Wall_Street_-_Business_Is_Business"
"The Addams Family","commedia","99 min","LA FAMIGLIA ADDAMS (THE ADDAMS FAMILY)","Barry Sonnenfeld","1991","https://it.wikipedia.org/wiki/La_famiglia_Addams_(film_1991)","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/La_famiglia_Addams_%28film_1991%29"
"The Addams Family","commedia","99 min","LA FAMIGLIA ADDAMS (THE ADDAMS FAMILY)","Barry Sonnenfeld","1991","https://it.wikipedia.org/wiki/La_famiglia_Addams_(film_1991)","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/La_famiglia_Addams_%28film_1991%29"
,"drammatico","123 min","JOKER","Todd Phillips","2019","https://it.wikipedia.org/wiki/Joker_(film_2019)","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Joker_%28film_2019%29"
,"drammatico","123 min","JOKER","Todd Phillips","2019","https://it.wikipedia.org/wiki/Joker_(film_2019)","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Joker_%28film_2019%29"
