"GEN_name","GEN_price","GEN_description","GEN_website","GEN_duration","GEN_language","GEN_isTicketAvailable","SCREEN_salaNumber","GEN_geoURI","GEN_workURI","DATETIME_startDate","DATETIME_endDate","DATETIME_startTime","DATETIME_endTime","SCHEDULE_byDay","SCHEDULE_byMonth","SCHEDULE_byMonthDay","SCHEDULE_repeatCount","SCHEDULE_repeatFrequency"
"MALEFICENT - SIGNORA DEL MALE","8,50 €","Maleficent 2: Signora del Male continua a seguire la complessa relazione tra Malefica e Aurora. Il loro rapporto, originato da un tradimento, dalla vendetta e infine dall’amore, è ormai cresciuto e si è consolidato in un forte legame. Ma quando il Principe Filippo chiede la mano ad Aurora, quest'ultima accetta immediatamente, senza consultarsi con Malefica, convinta che l'amore non sempre può portare a un esito felice. La ragazza è sicura di poter dimostrare alla creatura alata che il vero amore esiste e ignora il pensiero della sua madrina al riguardo.; L'imminente matrimonio tra i due giovani è motivo di festeggiamenti in tutto il Regno e nelle terre vicine, poiché le nozze uniranno i due mondi. Durante la cena di fidanzamento la madre di Filippo, la Regina Ingrith (Michelle Pfeiffer), dichiara a tavola che l'unione tra suo figlio e Aurora farà sì che la ragazza diventi sua, cosicché possa ricevere finalmente l'amore di una madre. Malefica offesa e infuriata decide di schierarsi contro la regina, ma questa volta la sua amata figlioccia si opporrà a lei, rimanendo accanto a Filippo e mettendo in discussione il legame con la madrina.; L'astio tra gli uomini e le creature magiche, tenuto in bilico fino a quel momento dal legame tra Aurora e Malefica, si acuisce, portando a uno scontro tra i due gruppi. Malefica e Aurora si ritroveranno sui fronti opposti di una Grande Guerra che metterà alla prova la loro lealtà e le porterà a chiedersi se potranno mai essere davvero una famiglia. Inoltre, un incontro inaspettato darà inizio a una nuova alleanza, grazie alla quale scenderanno in campo potenti forze oscure...","http://www.supercinemarovereto.it/",,"inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Piazza%20Rosmini%2018/A.%20Rovereto%20%28TN%29","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Maleficent_-_Signora_del_male","27-10-2019","27-10-2019","18:20:00",,,,,,
"MALEFICENT - SIGNORA DEL MALE","8,50 €","Maleficent 2: Signora del Male continua a seguire la complessa relazione tra Malefica e Aurora. Il loro rapporto, originato da un tradimento, dalla vendetta e infine dall’amore, è ormai cresciuto e si è consolidato in un forte legame. Ma quando il Principe Filippo chiede la mano ad Aurora, quest'ultima accetta immediatamente, senza consultarsi con Malefica, convinta che l'amore non sempre può portare a un esito felice. La ragazza è sicura di poter dimostrare alla creatura alata che il vero amore esiste e ignora il pensiero della sua madrina al riguardo.; L'imminente matrimonio tra i due giovani è motivo di festeggiamenti in tutto il Regno e nelle terre vicine, poiché le nozze uniranno i due mondi. Durante la cena di fidanzamento la madre di Filippo, la Regina Ingrith (Michelle Pfeiffer), dichiara a tavola che l'unione tra suo figlio e Aurora farà sì che la ragazza diventi sua, cosicché possa ricevere finalmente l'amore di una madre. Malefica offesa e infuriata decide di schierarsi contro la regina, ma questa volta la sua amata figlioccia si opporrà a lei, rimanendo accanto a Filippo e mettendo in discussione il legame con la madrina.; L'astio tra gli uomini e le creature magiche, tenuto in bilico fino a quel momento dal legame tra Aurora e Malefica, si acuisce, portando a uno scontro tra i due gruppi. Malefica e Aurora si ritroveranno sui fronti opposti di una Grande Guerra che metterà alla prova la loro lealtà e le porterà a chiedersi se potranno mai essere davvero una famiglia. Inoltre, un incontro inaspettato darà inizio a una nuova alleanza, grazie alla quale scenderanno in campo potenti forze oscure...","http://www.supercinemarovereto.it/",,"inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Piazza%20Rosmini%2018/A.%20Rovereto%20%28TN%29","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Maleficent_-_Signora_del_male","27-10-2019","27-10-2019","21:00:00",,,,,,
"MALEFICENT - SIGNORA DEL MALE","8,50 €","Maleficent 2: Signora del Male continua a seguire la complessa relazione tra Malefica e Aurora. Il loro rapporto, originato da un tradimento, dalla vendetta e infine dall’amore, è ormai cresciuto e si è consolidato in un forte legame. Ma quando il Principe Filippo chiede la mano ad Aurora, quest'ultima accetta immediatamente, senza consultarsi con Malefica, convinta che l'amore non sempre può portare a un esito felice. La ragazza è sicura di poter dimostrare alla creatura alata che il vero amore esiste e ignora il pensiero della sua madrina al riguardo.; L'imminente matrimonio tra i due giovani è motivo di festeggiamenti in tutto il Regno e nelle terre vicine, poiché le nozze uniranno i due mondi. Durante la cena di fidanzamento la madre di Filippo, la Regina Ingrith (Michelle Pfeiffer), dichiara a tavola che l'unione tra suo figlio e Aurora farà sì che la ragazza diventi sua, cosicché possa ricevere finalmente l'amore di una madre. Malefica offesa e infuriata decide di schierarsi contro la regina, ma questa volta la sua amata figlioccia si opporrà a lei, rimanendo accanto a Filippo e mettendo in discussione il legame con la madrina.; L'astio tra gli uomini e le creature magiche, tenuto in bilico fino a quel momento dal legame tra Aurora e Malefica, si acuisce, portando a uno scontro tra i due gruppi. Malefica e Aurora si ritroveranno sui fronti opposti di una Grande Guerra che metterà alla prova la loro lealtà e le porterà a chiedersi se potranno mai essere davvero una famiglia. Inoltre, un incontro inaspettato darà inizio a una nuova alleanza, grazie alla quale scenderanno in campo potenti forze oscure...","http://www.supercinemarovereto.it/",,"inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Piazza%20Rosmini%2018/A.%20Rovereto%20%28TN%29","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Maleficent_-_Signora_del_male","28-10-2019","28-10-2019","18:20:00",,,,,,
"MALEFICENT - SIGNORA DEL MALE","8,50 €","Maleficent 2: Signora del Male continua a seguire la complessa relazione tra Malefica e Aurora. Il loro rapporto, originato da un tradimento, dalla vendetta e infine dall’amore, è ormai cresciuto e si è consolidato in un forte legame. Ma quando il Principe Filippo chiede la mano ad Aurora, quest'ultima accetta immediatamente, senza consultarsi con Malefica, convinta che l'amore non sempre può portare a un esito felice. La ragazza è sicura di poter dimostrare alla creatura alata che il vero amore esiste e ignora il pensiero della sua madrina al riguardo.; L'imminente matrimonio tra i due giovani è motivo di festeggiamenti in tutto il Regno e nelle terre vicine, poiché le nozze uniranno i due mondi. Durante la cena di fidanzamento la madre di Filippo, la Regina Ingrith (Michelle Pfeiffer), dichiara a tavola che l'unione tra suo figlio e Aurora farà sì che la ragazza diventi sua, cosicché possa ricevere finalmente l'amore di una madre. Malefica offesa e infuriata decide di schierarsi contro la regina, ma questa volta la sua amata figlioccia si opporrà a lei, rimanendo accanto a Filippo e mettendo in discussione il legame con la madrina.; L'astio tra gli uomini e le creature magiche, tenuto in bilico fino a quel momento dal legame tra Aurora e Malefica, si acuisce, portando a uno scontro tra i due gruppi. Malefica e Aurora si ritroveranno sui fronti opposti di una Grande Guerra che metterà alla prova la loro lealtà e le porterà a chiedersi se potranno mai essere davvero una famiglia. Inoltre, un incontro inaspettato darà inizio a una nuova alleanza, grazie alla quale scenderanno in campo potenti forze oscure...","http://www.supercinemarovereto.it/",,"inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Piazza%20Rosmini%2018/A.%20Rovereto%20%28TN%29","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Maleficent_-_Signora_del_male","28-10-2019","28-10-2019","21:00:00",,,,,,
"MALEFICENT - SIGNORA DEL MALE","8,50 €","Maleficent 2: Signora del Male continua a seguire la complessa relazione tra Malefica e Aurora. Il loro rapporto, originato da un tradimento, dalla vendetta e infine dall’amore, è ormai cresciuto e si è consolidato in un forte legame. Ma quando il Principe Filippo chiede la mano ad Aurora, quest'ultima accetta immediatamente, senza consultarsi con Malefica, convinta che l'amore non sempre può portare a un esito felice. La ragazza è sicura di poter dimostrare alla creatura alata che il vero amore esiste e ignora il pensiero della sua madrina al riguardo.; L'imminente matrimonio tra i due giovani è motivo di festeggiamenti in tutto il Regno e nelle terre vicine, poiché le nozze uniranno i due mondi. Durante la cena di fidanzamento la madre di Filippo, la Regina Ingrith (Michelle Pfeiffer), dichiara a tavola che l'unione tra suo figlio e Aurora farà sì che la ragazza diventi sua, cosicché possa ricevere finalmente l'amore di una madre. Malefica offesa e infuriata decide di schierarsi contro la regina, ma questa volta la sua amata figlioccia si opporrà a lei, rimanendo accanto a Filippo e mettendo in discussione il legame con la madrina.; L'astio tra gli uomini e le creature magiche, tenuto in bilico fino a quel momento dal legame tra Aurora e Malefica, si acuisce, portando a uno scontro tra i due gruppi. Malefica e Aurora si ritroveranno sui fronti opposti di una Grande Guerra che metterà alla prova la loro lealtà e le porterà a chiedersi se potranno mai essere davvero una famiglia. Inoltre, un incontro inaspettato darà inizio a una nuova alleanza, grazie alla quale scenderanno in campo potenti forze oscure...","http://www.supercinemarovereto.it/",,"inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Piazza%20Rosmini%2018/A.%20Rovereto%20%28TN%29","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Maleficent_-_Signora_del_male","29-10-2019","29-10-2019","18:20:00",,,,,,
"MALEFICENT - SIGNORA DEL MALE","8,50 €","Maleficent 2: Signora del Male continua a seguire la complessa relazione tra Malefica e Aurora. Il loro rapporto, originato da un tradimento, dalla vendetta e infine dall’amore, è ormai cresciuto e si è consolidato in un forte legame. Ma quando il Principe Filippo chiede la mano ad Aurora, quest'ultima accetta immediatamente, senza consultarsi con Malefica, convinta che l'amore non sempre può portare a un esito felice. La ragazza è sicura di poter dimostrare alla creatura alata che il vero amore esiste e ignora il pensiero della sua madrina al riguardo.; L'imminente matrimonio tra i due giovani è motivo di festeggiamenti in tutto il Regno e nelle terre vicine, poiché le nozze uniranno i due mondi. Durante la cena di fidanzamento la madre di Filippo, la Regina Ingrith (Michelle Pfeiffer), dichiara a tavola che l'unione tra suo figlio e Aurora farà sì che la ragazza diventi sua, cosicché possa ricevere finalmente l'amore di una madre. Malefica offesa e infuriata decide di schierarsi contro la regina, ma questa volta la sua amata figlioccia si opporrà a lei, rimanendo accanto a Filippo e mettendo in discussione il legame con la madrina.; L'astio tra gli uomini e le creature magiche, tenuto in bilico fino a quel momento dal legame tra Aurora e Malefica, si acuisce, portando a uno scontro tra i due gruppi. Malefica e Aurora si ritroveranno sui fronti opposti di una Grande Guerra che metterà alla prova la loro lealtà e le porterà a chiedersi se potranno mai essere davvero una famiglia. Inoltre, un incontro inaspettato darà inizio a una nuova alleanza, grazie alla quale scenderanno in campo potenti forze oscure...","http://www.supercinemarovereto.it/",,"inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Piazza%20Rosmini%2018/A.%20Rovereto%20%28TN%29","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Maleficent_-_Signora_del_male","29-10-2019","29-10-2019","21:00:00",,,,,,
"V.O. MIDWAY","8.50","The story of the Battle of Midway, told by the leaders and the sailors who fought it. MOVIE IN ENGLISH","https://cineworld.18tickets.it/film/5542","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","04-12-2019","04-12-2019","21:00:00","23:18:00",,,,,
"V.O. FROZEN II","8.50","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom. MOVIE IN ENGLISH","https://cineworld.18tickets.it/film/5543","103 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Frozen_II_-_Il_segreto_di_Arendelle","03-12-2019","03-12-2019","19:45:00","21:28:00",,,,,
"I FIGLI DEL MARE (KAIJU NO KODOMO)","8.50","La storia di Ruka, liceale ribelle esclusa dall'attività del club di pallamano per l'intera durata delle vacanze scolastiche. Ruka decide così di partire per trascorrere una giornata a Tokyo. Ma, al calare della notte, farà uno strano incontro con Umi e Sora, due ragazzi stranieri cresciuti fra strani e straordinari segreti... EVENTO ANIME","https://cineworld.18tickets.it/film/5515",,"giapponese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/I_figli_del_mare","03-12-2019","03-12-2019","17:30:00","19:21:00",,,,,
"I FIGLI DEL MARE (KAIJU NO KODOMO)","8.50","La storia di Ruka, liceale ribelle esclusa dall'attività del club di pallamano per l'intera durata delle vacanze scolastiche. Ruka decide così di partire per trascorrere una giornata a Tokyo. Ma, al calare della notte, farà uno strano incontro con Umi e Sora, due ragazzi stranieri cresciuti fra strani e straordinari segreti... EVENTO ANIME","https://cineworld.18tickets.it/film/5515",,"giapponese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/I_figli_del_mare","03-12-2019","03-12-2019","19:45:00","21:36:00",,,,,
"I FIGLI DEL MARE (KAIJU NO KODOMO)","8.50","La storia di Ruka, liceale ribelle esclusa dall'attività del club di pallamano per l'intera durata delle vacanze scolastiche. Ruka decide così di partire per trascorrere una giornata a Tokyo. Ma, al calare della notte, farà uno strano incontro con Umi e Sora, due ragazzi stranieri cresciuti fra strani e straordinari segreti... EVENTO ANIME","https://cineworld.18tickets.it/film/5515",,"giapponese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/I_figli_del_mare","04-12-2019","04-12-2019","18:00:00","19:51:00",,,,,
"I FIGLI DEL MARE (KAIJU NO KODOMO)","8.50","La storia di Ruka, liceale ribelle esclusa dall'attività del club di pallamano per l'intera durata delle vacanze scolastiche. Ruka decide così di partire per trascorrere una giornata a Tokyo. Ma, al calare della notte, farà uno strano incontro con Umi e Sora, due ragazzi stranieri cresciuti fra strani e straordinari segreti... EVENTO ANIME","https://cineworld.18tickets.it/film/5515",,"giapponese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/I_figli_del_mare","04-12-2019","04-12-2019","21:00:00","22:51:00",,,,,
"WESTERN STARS","8.50","La trasposizione cinematografica dell'omonimo album del Boss. Debutto alla regia dello stesso Bruce Springsteen. Evento al cinema solo il 2 - 3 - 4 dicembre 2019","https://cineworld.18tickets.it/film/5545","Durata: 83",,"True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/unknown","02-12-2019","02-12-2019","22:00:00","23:23:00",,,,,
"WESTERN STARS","8.50","La trasposizione cinematografica dell'omonimo album del Boss. Debutto alla regia dello stesso Bruce Springsteen. Evento al cinema solo il 2 - 3 - 4 dicembre 2019","https://cineworld.18tickets.it/film/5545","Durata: 83",,"True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/unknown","03-12-2019","03-12-2019","20:30:00","21:53:00",,,,,
"WESTERN STARS","8.50","La trasposizione cinematografica dell'omonimo album del Boss. Debutto alla regia dello stesso Bruce Springsteen. Evento al cinema solo il 2 - 3 - 4 dicembre 2019","https://cineworld.18tickets.it/film/5545","Durata: 83",,"True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/unknown","04-12-2019","04-12-2019","21:00:00","22:23:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","28-11-2019","28-11-2019","19:20:00","21:38:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","28-11-2019","28-11-2019","22:00:00","00:18:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","29-11-2019","29-11-2019","19:20:00","21:38:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","29-11-2019","29-11-2019","22:00:00","00:18:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","30-11-2019","30-11-2019","16:00:00","18:18:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","30-11-2019","30-11-2019","19:30:00","21:48:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","30-11-2019","30-11-2019","22:00:00","00:18:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","01-12-2019","01-12-2019","16:00:00","18:18:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","01-12-2019","01-12-2019","18:45:00","21:03:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","01-12-2019","01-12-2019","21:30:00","23:48:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","02-12-2019","02-12-2019","19:20:00","21:38:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","02-12-2019","02-12-2019","22:00:00","00:18:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","03-12-2019","03-12-2019","17:30:00","19:48:00",,,,,
"MIDWAY","8.50","Una spettacolare rievocazione della leggendaria battaglia che, nel corso della Seconda Guerra Mondiale, determinò una svolta decisiva per il conflitto bloccando nel Pacifico l'avanzata nipponica, cambiando il corso della guerra.","https://cineworld.18tickets.it/film/5526","138 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Midway_%28film_2019%29","03-12-2019","03-12-2019","22:00:00","00:18:00",,,,,
"FROZEN II - IL SEGRETO DI ARENDELLE - 3D (FROZEN II)","8.50","Elsa, Anna, Kristoff, Olaf e Sven si spingono all’interno della foresta per scoprire la verità su di un antico mistero del loro regno.","https://cineworld.18tickets.it/film/5445","103 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Frozen_II_-_Il_segreto_di_Arendelle","29-11-2019","29-11-2019","17:30:00","19:13:00",,,,,
"FROZEN II - IL SEGRETO DI ARENDELLE - 3D (FROZEN II)","8.50","Elsa, Anna, Kristoff, Olaf e Sven si spingono all’interno della foresta per scoprire la verità su di un antico mistero del loro regno.","https://cineworld.18tickets.it/film/5445","103 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Frozen_II_-_Il_segreto_di_Arendelle","30-11-2019","30-11-2019","15:40:00","17:23:00",,,,,
"FROZEN II - IL SEGRETO DI ARENDELLE - 3D (FROZEN II)","8.50","Elsa, Anna, Kristoff, Olaf e Sven si spingono all’interno della foresta per scoprire la verità su di un antico mistero del loro regno.","https://cineworld.18tickets.it/film/5445","103 min","inglese","True",,"http://www.semanticweb.org/facilitiesEventsOntology/Trento%20-%20Multisala%20G.%20ModenaViale%20S.%20F.%20d%E2%80%99Assisi%2C%208/a%20%E2%80%93%20Trento","http://www.semanticweb.org/facilitiesEventsOntology/https%3A//it.wikipedia.org/wiki/Frozen_II_-_Il_segreto_di_Arendelle","30-11-2019","30-11-2019","17:50:00","19:33:00",,,,,
